1,172,60655.597572,0,18572,295
2,89,1791.851067,0,265,292
3,170,60655.597572,0.069633,18572.437742,294.501852
4,84,1791.851067,0.02498,265.459004,291.800461
5,49,50.925781,0,49.852026,243.175974
6,52,330.459038,0.011439,127.724984,285.628248
7,44,5475.359665,0.022992,382.578584,294.130224
8,40,4310.295486,0.010555,349.411099,297.013691
9,52,157.066719,0.000843,84.301633,291.059879
10,64,14115.889984,3.513097,1927.185931,290.981014
11,51,7484.57296,0.034776,251.566686,293.93854
12,54,89.726624,0.000134,81.209647,295.922935
13,64,1672.644592,0.000134,178.133271,293.11341
14,38,2679.104362,0.014024,205.984861,292.061794
15,95,2489.593163,0.024775,402.053883,296.211202
16,36,1915.049812,0.023798,257.313332,293.996504
17,37,1035.56826,0.017441,217.929749,315.839506
18,41,4045.040947,0.033588,248.635553,295.884354
19,62,102.035217,0.000134,81.878371,301.245781
20,39,4374.894051,0.033569,358.146467,291.83297
21,46,6500.297707,0.049369,220.144448,294.656619
22,50,69.683655,0.000134,63.460682,292.793156
23,42,5691.984169,0.014318,353.528132,290.758904
24,36,2281.354912,0.024923,246.721387,289.405357
25,49,55.210938,0,54.251821,290.158915
26,42,5224.241898,0.025132,347.930482,293.929897
27,108,8518.579956,0.033635,733.288676,307.80417
28,51,57.878967,0.000134,56.59228,289.862243
29,70,12185.152725,0.017176,577.58034,292.858923
30,40,4066.710075,0.020969,386.278537,292.140451
31,43,6247.710617,0.020705,345.680369,292.757766
32,88,999.959335,0.021676,201.008432,286.409647
33,70,3818.469063,0.000843,1918.774713,296.376638
34,64,864.372856,0.01712,188.332651,292.912059
35,43,3036.526772,0.024912,379.46431,296.348044
36,106,6152.924629,0.023376,532.622451,289.349983
37,93,4200.505791,0.033588,244.580715,257.35981
38,28,60.128967,0.000134,58.24122,291.040223
39,157,23992.614349,0.002867,1342.173038,332.505473
40,29,37.820313,0,50.772737,289.265648
41,951,246683.157318,0.002867,4517.987634,369.012835
42,24,54.816467,0.000134,55.262593,289.833229
43,24,62.988342,0.000134,62.941959,308.858577
44,69,181.340157,0.000843,158.878586,628.570837
45,33,1829.729881,0.024775,252.422897,295.78314
46,47,61.890686,0.000134,61.516257,290.981701
47,53,290.814507,0.011439,113.030362,285.482465
48,413,124795.589905,0.000134,6127.187984,287.129749
49,605,185805.337814,1.45347,183.645719,286.540276
50,103,7851.232239,0.004821,1784.118518,304.789491
51,26,44.097656,0,55.633183,291.812967
52,47,7195.880165,0.047311,374.201596,298.490599
53,28,74.659447,0.238268,66.405023,291.738321
54,28,925.396294,0.01712,196.200965,287.890293
55,30,104.835999,0.000134,90.409305,291.857184
56,110,2665.979897,0.024912,317.903488,295.922232
57,40,1828.788567,0.02498,285.262686,296.130656
58,30,57.472717,0.000134,55.714655,290.824774
59,27,55.472717,0.000134,55.392728,290.004908
60,28,57.976624,0.000134,55.918311,290.567054
61,29,357.372261,0.002851,156.834636,295.562897
62,28,57.41803,0.000134,58.01965,289.884291
63,28,57.027405,0.000134,55.963271,290.074979
64,150,27468.633881,0.002868,2441.412152,287.890289
65,60,11876.314117,0.002938,3225.648104,330.276593
66,30,54.007874,0.000134,54.288584,290.084791
67,51,75.26178,0.000134,68.989177,291.247823
68,27,56.050842,0.000134,55.393064,290.392338
69,35,1775.295425,0.052979,299.13727,296.697965
70,39,2714.272141,0.030377,287.767401,294.134523
71,40,2981.446335,0.025584,442.153377,315.537279
72,27,55.73053,0.000134,55.452335,290.010201
73,52,171.265686,0.000134,72.553497,291.763746
74,70,1216.754791,0.002445,238.960099,295.154627
75,27,55.394531,0,54.267177,290.242414
76,36,2167.82885,0.020695,338.154239,331.809544
77,42,23.164063,0,43.854727,288.15654
78,41,45.101563,0,55.63363,291.813259
79,27,57.16803,0.000134,14.627694,292.608236
80,28,54.664124,0.000134,17.196651,289.567451
81,40,50.925781,0,49.852026,243.175974
82,51,328.951225,0.011439,127.72393,284.841463
83,41,5475.347946,0.022992,382.586845,293.879412
84,38,4309.717361,0.010555,349.427301,295.262306
85,52,157.066719,0.000843,84.301633,291.059879
86,65,14115.429047,3.513097,1927.184932,290.45359
87,52,7484.57296,0.034776,251.566686,293.93854
88,49,89.714905,0.000134,81.220157,295.51409
89,58,1671.085999,0.000134,178.120164,292.328296
90,36,2677.639519,0.014024,205.985076,291.275009
91,92,2488.495506,0.024775,402.077034,294.181186
92,37,1913.624031,0.023798,257.313512,293.209703
93,36,1035.576073,0.017441,217.929749,315.848389
94,43,4045.040947,0.033588,248.635553,295.884354
95,64,100.476624,0.000134,81.878648,300.475208
96,39,4374.897957,0.033569,358.146467,291.845314
97,47,6500.301613,0.049369,220.144448,294.662799
98,55,69.683655,0.000134,63.460682,292.793156
99,44,5691.991982,0.014318,353.528132,290.780447
100,40,2281.354912,0.024923,246.721387,289.405357
101,50,55.210938,0,54.251821,290.158915
102,46,5224.245804,0.025132,347.930482,293.932034
103,113,8518.579956,0.033635,733.288676,307.80417
104,50,57.878967,0.000134,56.59228,289.862243
105,67,12185.156631,0.017176,577.58034,292.866003
106,39,4066.713982,0.020969,386.278537,292.231485
107,42,6247.714523,0.020705,345.680369,292.761886
108,82,998.459335,0.021676,201.008601,285.625311
109,70,3818.469063,0.000843,1918.774713,296.376638
110,63,864.372856,0.01712,188.332651,292.912059
111,40,3036.526772,0.024912,379.46431,296.348044
112,99,6152.924629,0.023376,532.622451,289.349983
113,87,4200.505791,0.033588,244.580715,257.35981
114,26,60.128967,0.000134,58.24122,291.040269
115,145,23992.614349,0.002867,1342.173038,332.505473
116,28,37.820313,0,50.772737,289.265648
117,944,246683.157318,0.002867,4517.987634,369.012972
118,28,54.816467,0.000134,55.262593,289.835281
119,29,62.988342,0.000134,62.941959,308.911235
120,65,181.855782,0.000843,158.878586,628.986275
121,36,1828.7416,0.024775,252.421624,294.794807
122,49,61.890686,0.000134,61.516257,290.981792
123,51,289.271538,0.011439,113.024404,284.718347
124,406,124795.593811,0.000134,6127.187984,287.134525
125,600,185805.337814,1.45347,183.645719,286.588524
126,108,7850.700989,0.004821,1784.118518,304.536563
127,31,43.527344,0,55.634348,291.327698
128,44,7193.856728,0.047311,374.506163,292.567839
129,33,73.116478,0.238268,66.408339,290.855183
130,28,925.396294,0.01712,196.200965,287.890293
131,32,104.085999,0.000134,90.409414,291.59521
132,85,2665.979897,0.024912,317.903488,296.754694
133,34,1828.788567,0.02498,285.262686,296.154742
134,25,57.472717,0.000134,55.714655,290.824873
135,26,56.01178,0.000134,55.392728,290.303461
136,125,57.976624,0.000134,55.918311,290.576949
137,29,357.38398,0.002851,156.837169,295.373936
138,34,57.41803,0.000134,58.01965,289.89414
139,28,57.054749,0.000134,55.974321,289.987345
140,151,27468.633881,0.002868,2441.412152,287.890343
141,59,11900.25943,0.002938,3225.675669,332.717698
142,26,55.078186,0.000134,54.288584,290.452185
143,44,77.316467,0.000134,68.989467,292.398406
144,27,58.13678,0.000134,55.397954,291.64257
145,37,1776.076675,0.052979,299.137361,297.206761
146,38,2715.041672,0.030377,287.767566,294.703327
147,38,2981.446335,0.025584,442.153377,315.557667
148,41,56.242249,0.000134,55.452335,290.360281
149,44,171.789124,0.000134,72.553787,292.041782
150,74,1216.750885,0.002445,238.976093,294.264034
151,35,55.394531,0,54.267177,290.242422
152,37,2168.887444,0.020695,338.172494,330.925961
153,39,23.164063,0,43.854727,288.15654
154,43,45.546875,0,55.638294,291.780348
155,25,57.175842,0.000134,14.629935,292.497519
156,27,55.179749,0.000134,17.198575,289.868685
157,45,52.007813,0,49.99602,243.469522
158,59,328.951225,0.011439,127.72393,284.841471
159,44,5477.402634,0.022992,382.587135,295.094452
160,40,4311.248611,0.010555,349.427301,296.101727
161,58,159.015938,0.000843,84.318077,292.003748
162,65,14114.843109,3.513097,1927.186406,289.896915
163,52,7487.654991,0.034776,251.566976,295.662975
164,53,91.769592,0.000134,81.220447,296.861332
165,70,1669.828186,0.000134,178.120595,291.811172
166,37,2677.639519,0.014024,205.985076,291.278931
167,106,2488.495506,0.024775,402.077034,294.18175
168,37,1914.678719,0.023798,257.322116,293.069193
169,37,1034.138573,0.017441,217.928362,315.246784
170,44,4046.572197,0.033588,248.635553,296.678471
171,70,101.015686,0.000134,81.878648,300.758694
172,40,4375.917488,0.033569,358.146177,292.388538
173,48,6501.301613,0.049369,220.148397,295.201812
174,53,71.238342,0.000134,63.465725,293.664549
175,41,5694.558388,0.014318,353.528422,292.300824
176,37,2281.354912,0.024923,246.721387,289.405357
177,55,57.257813,0,54.251821,291.321236
178,43,5225.777054,0.025132,347.930482,294.809402
179,118,8519.583862,0.033635,733.288989,308.355088
180,56,59.414124,0.000134,56.595508,290.775975
181,73,12186.687881,0.017176,577.58034,293.824175
182,38,4068.018669,0.020969,386.296804,292.660748
183,44,6249.245773,0.020705,345.680684,293.539165
184,82,998.459335,0.021676,201.008601,285.63516
185,71,3820.52375,0.000843,1918.775002,297.523943
186,60,864.072075,0.01712,188.358857,292.810839
187,39,3038.061928,0.024912,379.46431,297.15626
188,96,6152.924629,0.023376,532.622451,289.349983
189,84,4200.505791,0.033588,244.580715,257.35981
190,26,62.183655,0.000134,58.24151,292.158336
191,150,23993.919037,0.002867,1342.227882,332.312862
192,28,38.359375,0,50.772737,289.548424
193,933,246670.087006,0.002867,4518.084334,368.548721
194,26,56.906311,0.000134,55.269474,290.948744
195,29,65.046936,0.000134,62.942249,310.138983
196,58,182.887032,0.000843,158.876318,629.534483
197,36,1831.300194,0.024775,252.421624,296.195324
198,44,63.960999,0.000134,59.784774,292.181239
199,49,290.40435,0.011439,111.312533,285.16095
200,428,124796.609436,0.000134,6125.469074,287.591342
201,608,185807.392502,1.45347,181.914525,287.814482
202,104,7852.615051,0.004821,1784.153245,305.145019
203,27,45.585938,0,55.638732,292.558037
204,42,7195.130165,0.047311,374.757879,292.596615
205,27,76.495384,0.238268,67.250043,291.928398
206,26,925.396294,0.01712,196.200965,287.890293
207,28,105.953186,0.000134,88.724266,292.134768
208,89,2668.03849,0.024912,317.904358,297.099241
209,36,1830.831535,0.02498,285.262686,297.199656
210,27,58.960999,0.000134,55.717433,291.411705
211,26,57.07428,0.000134,55.393698,290.950079
212,27,58.996155,0.000134,55.918021,291.232949
213,29,360.044136,0.002851,158.071939,299.436584
214,26,58.94928,0.000134,56.288166,290.941389
215,29,59.621155,0.000134,55.974611,291.497831
216,149,27469.438568,0.002868,2441.445368,287.925873
217,59,11893.810211,0.002938,3226.409257,332.756597
218,28,56.621155,0.000134,54.288584,291.527227
219,51,81.601624,0.000134,69.665326,295.62209
220,26,58.140686,0.000134,55.404169,291.517517
221,35,1777.166519,0.052979,299.138429,297.993932
222,37,2716.236984,0.030377,287.768611,295.637829
223,37,2982.016647,0.025584,442.1545,315.935293
224,26,56.69928,0.000134,55.453766,290.500633
225,47,173.10553,0.000134,73.501109,293.465114
226,67,1218.950104,0.002445,238.976673,296.022173
227,27,57.441406,0,54.267177,291.352985
228,39,2171.086662,0.020695,338.173364,332.400627
229,40,23.164063,0,43.854727,288.15654
230,42,47.761719,0,55.642466,293.133356
231,26,56.644592,0.000134,14.630638,292.316919
232,27,54.132874,0.000134,17.198121,289.235035
233,48,51.507813,0,50.005383,243.425028
234,60,329.990288,0.011439,126.004525,285.510063
235,45,5479.539352,0.022992,382.613325,296.428886
236,41,4311.799393,0.010555,349.434467,296.287945
237,56,159.597969,0.000843,84.318192,292.596043
238,67,14119.913422,3.513097,1925.470669,295.745711
239,52,7488.201866,0.034776,251.568425,296.748579
240,53,91.535217,0.000134,82.753386,294.205243
241,66,1672.726624,0.000134,176.494781,293.026348
242,39,2679.717644,0.014024,204.255993,292.56389
243,102,2488.542381,0.024775,402.108862,294.900877
244,37,1918.264656,0.023798,257.378203,295.083643
245,37,1036.392479,0.017441,216.222213,318.469954
246,40,4046.290947,0.033588,248.685442,293.492153
247,67,103.812561,0.000134,80.197788,302.22551
248,38,4375.667488,0.033569,358.146208,292.115105
249,48,6501.95005,0.049369,220.16421,294.874684
250,50,71.796936,0.000134,63.516789,291.533682
251,40,5694.570107,0.014318,353.529063,292.385055
252,37,2281.354912,0.024923,246.721387,289.405357
253,47,56.308594,0,54.252831,290.710405
254,40,5227.277054,0.025132,347.941388,293.941498
255,107,8542.466675,0.033635,733.325893,305.534313
256,47,58.894592,0.000134,56.598981,290.420731
257,71,12185.316788,0.017176,577.578107,292.430824
258,36,4070.057732,0.020969,386.308692,292.485739
259,43,6247.93718,0.020705,345.686063,292.346566
260,78,999.463242,0.021676,199.317673,285.993639
261,65,3821.215157,0.000843,1918.812985,296.245935
262,62,865.142387,0.01712,188.360963,294.091618
263,38,3038.429115,0.024912,379.498757,297.08005
264,92,6152.924629,0.023376,532.622451,289.349983
265,83,4200.505791,0.033588,244.580715,257.35981
266,26,61.671936,0.000134,58.246614,291.744363
267,142,23996.379974,0.002867,1342.238913,331.732248
268,26,39.339844,0,50.7746,290.050823
269,926,246666.430756,0.002867,4518.099827,366.625851
270,27,57.402405,0.000134,55.271317,291.167343
271,28,65.562561,0.000134,62.956777,310.30933
272,69,181.355782,0.000843,158.876561,628.782356
273,36,1828.659569,0.024775,252.470322,292.065905
274,49,63.968811,0.000134,59.785193,292.389161
275,54,289.869194,0.011439,111.328645,284.684544
276,426,124800.32428,0.000134,6125.248776,292.466193
277,653,185810.806564,1.45347,181.92484,292.681305
278,136,7852.09552,0.004821,1784.14293,305.1529
279,29,48.8125,0,55.673297,292.156859
280,50,7194.352821,0.047311,374.776363,292.586297
281,31,78.300072,0.238268,67.253102,293.273302
282,28,925.396294,0.01712,196.200965,287.890293
283,31,107.660217,0.000134,88.73499,296.453703
284,104,2666.546303,0.024912,317.917631,296.342888
285,40,1831.499504,0.02498,285.262605,298.083028
286,28,58.054749,0.000134,55.730913,290.684078
287,30,58.152405,0.000134,55.402974,291.522741
288,30,57.953186,0.000134,55.919568,290.611564
289,31,362.255074,0.002851,158.081881,299.481984
290,29,59.88678,0.000134,56.292615,291.464195
291,27,59.125061,0.000134,55.977544,291.225832
292,169,27468.883881,0.002868,2441.448588,287.365919
293,70,11809.521149,0.002938,3066.41548,313.20482
294,28,56.218811,0.000134,54.295518,291.053516
295,61,79.964905,0.000134,69.327086,294.19791
296,29,56.546936,0.000134,55.406865,290.549932
297,39,1776.635269,0.052979,299.172086,296.186868
298,43,2715.287766,0.030377,287.77085,295.081478
299,45,2981.438522,0.025584,442.088409,315.381303
300,27,58.316467,0.000134,55.463545,291.447041
301,58,175.765686,0.000134,73.23199,295.067636
302,81,1218.149323,0.002445,239.005514,294.397449
303,30,56.347656,0,54.260926,290.656351
304,41,2168.961662,0.020695,338.231246,331.669039
305,48,22.648438,0,43.854437,287.890751
306,60,47.785156,0,55.642218,293.2623
307,30,55.238342,0.000134,17.211836,289.953304
308,29,55.203186,0.000134,17.208755,289.992619
309,51,51.480469,0,50.009578,243.336733
310,65,329.642632,0.011439,126.021153,285.223999
311,46,5479.539352,0.022992,382.613325,296.444679
312,42,4311.799393,0.010555,349.434467,296.288036
313,64,159.597969,0.000843,84.318192,292.596607
314,71,14119.913422,3.513097,1925.470669,295.745711
315,61,7488.651085,0.034776,251.607484,294.844376
316,60,93.734436,0.000134,82.753966,295.478463
317,68,1672.726624,0.000134,176.494781,293.065327
318,35,2679.717644,0.014024,204.255993,292.56389
319,105,2491.163475,0.024775,402.109732,297.791719
320,39,1919.452156,0.023798,257.378875,296.083877
321,39,1036.392479,0.017441,216.222213,318.50212
322,44,4046.290947,0.033588,248.685442,293.492245
323,66,106.671936,0.000134,80.198666,303.635294
324,41,4375.144051,0.033569,358.146178,291.750795
325,52,6501.438332,0.049369,220.164203,294.510406
326,57,71.796936,0.000134,63.516789,291.533682
327,44,5694.570107,0.014318,353.529063,292.385055
328,39,2281.354912,0.024923,246.721387,289.405357
329,50,56.308594,0,54.252831,290.710405
330,43,5226.765335,0.025132,347.942923,293.547916
331,126,8542.466675,0.033635,733.325893,305.534313
332,54,58.894592,0.000134,56.598981,290.420731
333,71,12185.316788,0.017176,577.578107,292.459282
334,39,4069.546013,0.020969,386.30873,292.226076
335,46,6247.93718,0.020705,345.686063,292.346566
336,96,999.951523,0.021676,198.996696,286.064078
337,77,3821.215157,0.000843,1918.812985,296.245935
338,69,863.677544,0.01712,188.360959,293.906399
339,39,3038.456459,0.024912,379.504579,297.501919
340,106,6152.924629,0.023376,532.622451,289.349983
341,98,4200.505791,0.033588,244.580715,257.35981
342,29,61.671936,0.000134,58.246614,291.744454
343,161,23997.528412,0.002867,1342.23893,332.232101
344,28,40.917969,0,50.789755,291.050194
345,1004,246666.430756,0.002867,4518.099827,366.626156
